MMWR_Year,MMWR_Week,Date,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,FLORIDA,GEORGIA,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW.HAMPSHIRE,NEW.JERSEY,NEW.MEXICO,NEW.YORK,NORTH.CAROLINA,NORTH.DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,RHODE.ISLAND,SOUTH.CAROLINA,SOUTH.DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST.VIRGINIA,WISCONSIN,WYOMING
2015,30,2015-07-26,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,6,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,3,NA,NA,NA,4,16,NA,NA,NA,NA,NA,NA,NA
2015,31,2015-08-02,NA,2,2,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,NA,8,NA,3,NA,1,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,1,12,NA,NA,NA,NA,NA,2,NA
2015,32,2015-08-09,NA,4,3,NA,NA,4,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,5,1,3,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,3,NA,NA,NA,4,12,NA,NA,NA,NA,NA,3,NA
2015,33,2015-08-16,2,NA,2,3,NA,7,NA,NA,5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,2,7,NA,NA,NA,NA,NA,5,NA
2015,34,2015-08-23,NA,NA,3,NA,NA,NA,NA,1,3,4,NA,NA,NA,NA,NA,1,NA,4,1,3,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,4,11,NA,NA,NA,NA,NA,NA,NA
2015,35,2015-08-30,NA,NA,4,1,NA,NA,NA,2,4,3,NA,NA,NA,NA,NA,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,5,10,NA,NA,1,NA,NA,3,NA
2015,36,2015-09-06,3,2,5,NA,NA,NA,NA,1,7,6,NA,NA,NA,NA,NA,NA,NA,2,NA,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,5,6,NA,1,NA,NA,NA,4,NA
2015,37,2015-09-13,2,NA,4,1,NA,NA,NA,NA,4,12,NA,NA,NA,NA,NA,NA,NA,13,3,6,2,5,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,4,NA,NA,NA,2,21,NA,2,NA,NA,NA,2,NA
2015,38,2015-09-20,2,NA,8,1,NA,NA,NA,1,10,3,NA,NA,NA,NA,NA,NA,2,4,NA,NA,4,5,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23,NA,NA,2,NA,NA,NA,3,17,NA,NA,NA,NA,NA,4,NA
2015,39,2015-09-27,1,1,6,1,NA,NA,1,1,10,4,1,NA,NA,NA,NA,1,NA,5,NA,1,NA,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,6,NA,NA,NA,2,12,NA,NA,NA,NA,NA,2,NA
2015,40,2015-10-04,1,2,3,1,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,1,1,6,1,7,NA,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,7,NA,NA,NA,4,15,NA,NA,NA,NA,NA,6,NA
2015,41,2015-10-11,2,1,5,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,4,NA,NA,NA,9,21,NA,2,NA,NA,NA,6,NA
2015,42,2015-10-18,2,NA,6,4,NA,NA,NA,NA,14,9,NA,NA,NA,NA,NA,NA,NA,NA,1,10,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,5,NA,NA,NA,1,19,NA,3,NA,NA,NA,4,NA
2015,43,2015-10-25,2,2,6,NA,NA,NA,NA,1,10,7,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,5,NA,NA,NA,12,21,NA,NA,NA,NA,NA,1,NA
2015,44,2015-11-01,2,1,7,2,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,4,NA,2,3,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,2,NA,NA,NA,9,16,NA,1,NA,NA,NA,3,NA
2015,45,2015-11-08,3,1,5,3,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,3,NA,NA,NA,16,6,NA,1,NA,NA,NA,4,1
2015,46,2015-11-15,3,1,9,2,NA,NA,NA,NA,6,15,NA,NA,NA,NA,NA,NA,2,4,NA,10,5,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,19,NA,NA,8,NA,NA,NA,19,28,NA,1,NA,NA,NA,3,NA
2015,47,2015-11-22,1,2,12,5,NA,NA,4,1,5,1,NA,NA,NA,NA,NA,NA,1,5,NA,5,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,NA,NA,NA,7,18,NA,1,NA,NA,NA,3,NA
2015,48,2015-11-29,6,2,28,6,NA,NA,NA,3,12,11,NA,NA,NA,NA,NA,NA,NA,6,4,11,NA,4,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,NA,NA,4,NA,NA,NA,9,41,NA,2,1,NA,NA,7,NA
2015,49,2015-12-06,NA,3,23,1,NA,NA,NA,NA,6,16,NA,NA,NA,NA,NA,NA,NA,4,2,10,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,3,NA,NA,NA,9,46,NA,1,NA,NA,NA,3,1
2015,50,2015-12-13,1,1,18,2,NA,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,4,NA,NA,NA,27,26,NA,NA,1,NA,NA,NA,NA
2015,51,2015-12-20,NA,NA,28,NA,NA,NA,NA,1,12,9,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,3,NA,NA,NA,10,29,NA,2,NA,NA,NA,3,NA
2015,52,2015-12-27,NA,1,29,2,NA,NA,NA,NA,14,5,NA,NA,NA,NA,NA,NA,5,2,1,3,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,7,NA,NA,NA,5,5,NA,1,NA,NA,NA,7,NA
2016,1,2016-01-03,6,1,33,1,NA,NA,NA,NA,29,8,NA,NA,NA,NA,NA,NA,NA,NA,4,16,8,11,NA,7,NA,3,7,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,9,NA,NA,NA,25,6,NA,NA,NA,NA,NA,15,NA
2016,2,2016-01-10,NA,1,31,3,NA,NA,NA,NA,23,6,NA,NA,NA,NA,NA,NA,3,NA,4,14,NA,5,NA,3,NA,NA,5,5,NA,NA,NA,NA,NA,NA,23,NA,NA,10,NA,NA,NA,10,24,NA,4,NA,NA,NA,3,NA
2016,3,2016-01-17,1,2,17,2,NA,NA,NA,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,2,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,8,NA,NA,NA,10,17,NA,1,NA,NA,NA,5,NA
2016,4,2016-01-24,NA,1,30,3,NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,14,1,5,NA,4,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,3,NA,NA,NA,17,21,NA,1,NA,NA,NA,2,NA
2016,5,2016-01-31,4,3,27,1,NA,NA,NA,NA,19,14,NA,NA,NA,NA,NA,NA,NA,6,1,3,NA,5,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,6,NA,NA,NA,16,24,NA,3,NA,NA,NA,7,NA
2016,6,2016-02-07,1,1,34,1,NA,NA,NA,1,10,7,NA,NA,NA,NA,NA,NA,NA,10,2,10,NA,11,NA,3,NA,2,2,2,NA,NA,NA,NA,NA,NA,26,NA,NA,4,NA,NA,NA,15,48,NA,NA,NA,NA,NA,6,NA
2016,7,2016-02-14,5,1,41,1,NA,NA,NA,2,21,6,2,NA,NA,NA,NA,NA,NA,8,NA,8,NA,7,NA,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,10,NA,NA,NA,14,33,NA,2,NA,NA,NA,4,NA
2016,8,2016-02-21,2,3,44,4,NA,NA,NA,NA,20,16,NA,NA,NA,NA,NA,NA,NA,16,1,15,5,9,NA,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,8,NA,NA,NA,9,34,NA,NA,NA,NA,NA,6,NA
2016,9,2016-02-28,1,1,25,6,NA,NA,2,NA,15,15,NA,NA,NA,NA,NA,NA,NA,5,6,8,7,3,NA,7,NA,1,5,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,8,NA,NA,NA,15,57,NA,1,NA,NA,NA,4,NA
2016,10,2016-03-06,4,1,22,1,NA,NA,NA,1,11,13,1,NA,NA,NA,NA,NA,NA,6,1,6,NA,6,NA,6,NA,NA,3,2,NA,NA,NA,NA,NA,NA,35,NA,NA,6,NA,NA,NA,12,43,NA,1,1,NA,NA,3,1
2016,11,2016-03-13,2,3,36,2,NA,NA,1,NA,19,17,NA,NA,NA,NA,NA,NA,NA,5,2,12,NA,9,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,8,NA,NA,NA,8,46,NA,1,1,NA,NA,9,1
2016,12,2016-03-20,NA,1,27,1,NA,NA,NA,NA,14,10,NA,NA,NA,NA,NA,NA,3,3,2,13,NA,3,NA,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,5,NA,NA,NA,17,23,NA,NA,NA,NA,NA,1,NA
2016,13,2016-03-27,NA,4,20,4,NA,NA,NA,NA,13,7,NA,NA,NA,NA,NA,NA,NA,3,4,18,NA,NA,NA,1,NA,1,7,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,11,NA,NA,NA,19,38,NA,NA,1,NA,NA,9,NA
2016,14,2016-04-03,3,NA,20,4,NA,NA,NA,1,8,4,NA,NA,NA,NA,NA,NA,NA,2,7,10,NA,7,NA,1,NA,3,6,1,NA,NA,NA,NA,NA,NA,27,NA,NA,10,NA,NA,NA,17,33,NA,1,NA,NA,NA,1,NA
2016,15,2016-04-10,NA,2,26,13,NA,NA,NA,3,62,13,NA,NA,NA,1,NA,NA,NA,7,3,13,NA,9,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,8,NA,NA,NA,18,34,NA,NA,NA,NA,NA,10,NA
2016,16,2016-04-17,NA,2,25,2,NA,NA,NA,1,18,4,NA,NA,NA,NA,NA,NA,NA,4,4,11,NA,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,7,NA,NA,NA,12,8,NA,2,NA,NA,NA,6,NA
2016,17,2016-04-24,NA,NA,NA,1,NA,NA,1,1,10,5,NA,NA,NA,2,NA,NA,NA,5,1,8,7,2,NA,2,NA,1,4,1,NA,NA,NA,NA,NA,NA,30,NA,NA,7,NA,NA,NA,10,NA,NA,1,NA,NA,NA,6,NA
2016,18,2016-05-01,NA,3,6,2,NA,NA,NA,1,11,6,NA,NA,NA,NA,NA,NA,NA,4,3,7,NA,4,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,7,NA,NA,NA,8,8,NA,1,NA,NA,NA,9,1
2016,19,2016-05-08,4,NA,11,NA,NA,NA,NA,2,8,7,NA,NA,NA,NA,NA,NA,NA,4,2,8,NA,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,9,NA,NA,NA,12,10,NA,2,NA,NA,NA,2,NA
2016,20,2016-05-15,1,2,13,NA,NA,NA,2,2,8,12,NA,NA,NA,NA,NA,NA,NA,1,4,5,NA,NA,NA,1,NA,6,3,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,4,NA,NA,NA,15,20,NA,1,NA,NA,NA,9,NA
2016,21,2016-05-22,NA,2,16,1,NA,NA,NA,NA,9,6,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,5,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,7,NA,NA,NA,9,21,NA,NA,NA,NA,NA,2,NA
2016,22,2016-05-29,NA,3,9,NA,NA,NA,1,1,14,4,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,11,22,NA,1,NA,NA,NA,3,NA
2016,23,2016-06-05,NA,NA,5,3,NA,NA,NA,1,10,5,NA,NA,NA,NA,NA,1,NA,8,2,NA,4,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,6,NA,NA,NA,3,22,NA,NA,NA,NA,NA,1,NA
2016,24,2016-06-12,NA,2,9,1,NA,NA,NA,NA,13,6,1,NA,NA,NA,NA,NA,NA,3,1,1,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,3,NA,NA,NA,5,19,NA,2,1,NA,NA,4,NA
2016,25,2016-06-19,7,2,6,2,NA,NA,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,3,NA,NA,NA,5,18,NA,NA,NA,NA,NA,1,NA
2016,26,2016-06-26,NA,1,6,1,NA,NA,NA,NA,9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,3,NA,NA,NA,11,27,NA,NA,1,NA,NA,2,NA
2016,27,2016-07-03,2,NA,3,1,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,7,9,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,2,NA,NA,NA,5,11,NA,1,NA,NA,NA,3,NA
2016,28,2016-07-10,1,NA,3,2,NA,NA,NA,NA,13,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,3,NA,NA,NA,6,22,NA,NA,NA,NA,NA,2,NA
2016,29,2016-07-17,NA,3,1,NA,NA,NA,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,3,11,NA,NA,NA,NA,NA,1,NA
2016,30,2016-07-24,NA,2,5,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,4,NA,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA
2016,31,2016-07-31,NA,2,1,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,6,NA,5,3,NA,NA,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,NA,NA,2,NA
2016,32,2016-08-07,NA,2,4,1,NA,NA,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,2,2,3,NA,3,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,9,11,NA,1,NA,NA,NA,1,NA
2016,33,2016-08-14,NA,NA,3,1,NA,NA,NA,NA,8,3,NA,NA,NA,NA,NA,NA,1,NA,2,6,NA,2,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,1,7,NA,NA,NA,NA,NA,1,NA
2016,34,2016-08-21,NA,2,10,1,NA,NA,NA,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,6,14,NA,NA,NA,NA,NA,NA,NA
2016,35,2016-08-28,NA,5,7,2,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,8,6,NA,2,NA,NA,NA,2,NA
2016,36,2016-09-04,NA,2,7,1,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,6,9,NA,NA,NA,NA,NA,1,NA
2016,37,2016-09-11,2,3,9,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,3,NA,1,4,4,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,3,NA,NA,NA,5,19,NA,NA,NA,NA,NA,3,NA
2016,38,2016-09-18,1,NA,6,1,NA,NA,NA,1,7,6,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,3,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,4,16,1,1,NA,NA,NA,2,NA
2016,39,2016-09-25,2,1,3,1,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,NA,4,NA,1,3,NA,4,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,12,NA,NA,5,NA,NA,NA,9,9,2,NA,NA,NA,NA,2,NA
2016,40,2016-10-02,NA,1,8,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2016,41,2016-10-09,NA,3,7,NA,NA,NA,NA,NA,11,4,NA,NA,NA,NA,NA,NA,3,NA,2,5,7,5,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,5,NA,NA,NA,4,18,4,1,NA,NA,NA,2,NA
2016,42,2016-10-16,2,3,7,1,NA,NA,NA,1,10,6,NA,NA,NA,NA,NA,NA,1,NA,NA,11,4,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,4,NA,NA,NA,7,12,1,2,NA,NA,NA,6,NA
2016,43,2016-10-23,5,4,8,1,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,2,NA,2,9,11,1,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,7,NA,NA,NA,10,15,2,1,NA,NA,NA,1,NA
2016,44,2016-10-30,1,3,6,NA,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,1,NA,3,11,6,3,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,3,NA,NA,NA,8,16,1,NA,NA,NA,NA,1,NA
2016,45,2016-11-06,NA,NA,14,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,5,NA,NA,NA,2,15,NA,NA,NA,NA,NA,2,NA
2016,46,2016-11-13,2,NA,4,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,4,NA,1,5,8,4,NA,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,35,NA,NA,5,NA,NA,NA,19,12,2,2,1,NA,NA,NA,NA
2016,47,2016-11-20,3,NA,9,NA,NA,NA,NA,NA,9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,4,6,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,7,NA,NA,NA,13,15,1,NA,NA,NA,NA,2,NA
2016,48,2016-11-27,1,3,12,2,NA,NA,NA,NA,10,11,NA,NA,NA,NA,NA,NA,7,NA,3,12,10,4,NA,1,7,1,3,1,NA,NA,NA,NA,NA,NA,20,NA,NA,6,NA,NA,NA,18,27,NA,NA,NA,NA,NA,8,NA
2016,49,2016-12-04,NA,NA,8,2,NA,NA,NA,2,13,14,1,NA,NA,NA,NA,NA,6,NA,2,2,8,4,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,5,NA,NA,NA,25,31,2,1,2,NA,NA,4,NA
2016,50,2016-12-11,4,1,11,NA,NA,NA,NA,1,8,14,NA,NA,NA,1,NA,NA,8,NA,NA,8,5,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,10,NA,NA,NA,23,26,NA,3,NA,NA,NA,2,1
2016,51,2016-12-18,NA,1,10,8,NA,NA,NA,1,9,4,NA,NA,NA,NA,NA,NA,9,NA,NA,6,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,11,32,1,NA,NA,NA,NA,7,NA
2016,52,2016-12-25,2,2,17,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,NA,9,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,9,27,2,NA,NA,NA,NA,NA,NA
2017,1,2017-01-01,6,1,27,2,NA,14,NA,4,26,3,NA,NA,NA,1,NA,NA,11,2,3,2,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,10,NA,NA,NA,18,4,NA,NA,NA,NA,NA,11,NA
2017,2,2017-01-08,5,NA,19,3,NA,16,NA,NA,9,6,NA,NA,NA,NA,NA,NA,4,4,3,15,NA,2,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,54,NA,NA,7,NA,NA,NA,23,15,2,2,NA,NA,NA,17,NA
2017,3,2017-01-15,5,2,17,2,NA,7,NA,1,8,5,1,NA,NA,NA,NA,NA,4,9,NA,11,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,9,NA,NA,NA,12,13,1,NA,NA,NA,NA,7,NA
2017,4,2017-01-22,1,2,18,NA,NA,9,NA,1,10,5,NA,NA,NA,NA,NA,NA,6,NA,1,7,13,2,NA,NA,11,1,4,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,5,NA,NA,NA,17,17,2,2,NA,NA,NA,10,NA
2017,5,2017-01-29,NA,NA,20,5,NA,9,NA,NA,23,5,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,17,NA,NA,NA,11,34,3,NA,1,NA,NA,7,NA
2017,6,2017-02-05,1,NA,22,7,NA,13,NA,3,21,8,4,NA,NA,NA,NA,NA,NA,NA,2,9,NA,2,NA,NA,4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,11,28,NA,NA,NA,NA,NA,5,NA
2017,7,2017-02-12,NA,1,24,NA,NA,16,NA,1,18,8,1,NA,NA,NA,NA,NA,9,NA,1,8,NA,2,NA,NA,13,NA,7,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,7,NA,NA,NA,16,22,4,NA,NA,NA,NA,8,NA
2017,8,2017-02-19,3,1,20,1,NA,15,NA,NA,21,6,1,NA,NA,NA,NA,NA,12,3,1,15,NA,2,NA,NA,11,3,6,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,6,NA,NA,NA,21,23,2,NA,NA,NA,NA,8,NA
2017,9,2017-02-26,NA,NA,15,NA,NA,NA,NA,1,17,12,NA,NA,NA,2,NA,NA,16,3,7,14,20,NA,NA,1,8,NA,3,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,8,NA,NA,NA,18,32,NA,NA,NA,NA,NA,NA,NA
2017,10,2017-03-05,1,4,18,4,NA,NA,NA,NA,16,7,NA,NA,NA,NA,NA,NA,5,2,1,9,NA,6,NA,NA,NA,1,9,1,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,19,43,1,NA,NA,NA,NA,9,NA
2017,11,2017-03-12,1,2,NA,5,NA,NA,NA,NA,9,NA,2,NA,NA,1,NA,NA,1,12,1,2,12,2,NA,NA,7,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,5,37,2,NA,1,NA,NA,NA,NA
